zip,primary_city,acceptable_cities,state,county,latitude,longitude
00601,Adjuntas,,PR,Adjuntas,18.16,-66.72
00602,Aguada,,PR,,18.38,-67.18
00603,Aguadilla,Ramey,PR,Aguadilla,18.43,-67.15
00606,Maricao,,PR,Maricao,18.18,-66.98
00610,Anasco,,PR,,18.28,-67.14
00612,Arecibo,,PR,Arecibo,18.45,-66.73
00616,Bajadero,,PR,Arecibo,18.4,-66.66
00617,Barceloneta,,PR,Barceloneta,18.45,-66.53
00622,Boqueron,,PR,,17.99,-67.15
00623,Cabo Rojo,,PR,,18.08,-67.14
00624,Penuelas,,PR,,18.06,-66.72
00627,Camuy,,PR,,18.48,-66.84
00637,Sabana Grande,,PR,,18.08,-66.96
00638,Ciales,,PR,,18.33,-66.47
00641,Utuado,,PR,,18.27,-66.7
00646,Dorado,,PR,,18.47,-66.27
00647,Ensenada,,PR,,17.96,-66.94
00650,Florida,,PR,,18.36,-66.56
00652,Garrochales,,PR,Arecibo,18.45,-66.6
00653,Guanica,,PR,,17.97,-66.93
00656,Guayanilla,,PR,,18.02,-66.79
00659,Hatillo,,PR,,18.48,-66.82
00660,Hormigueros,,PR,,18.14,-67.12
00662,Isabela,,PR,,18.5,-67.02
00664,Jayuya,,PR,,18.22,-66.59
00667,Lajas,,PR,,18.04,-67.06
00669,Lares,,PR,,18.29,-66.88
00670,Las Marias,,PR,,18.27,-67.06
00674,Manati,,PR,,18.43,-66.48
00676,Moca,,PR,,18.39,-67.11
00677,Rincon,,PR,,18.34,-67.25
00678,Quebradillas,,PR,,18.47,-66.93
00680,Mayaguez,,PR,,18.2,-67.14
00682,Mayaguez,,PR,,18.2,-67.14
00683,San German,,PR,,18.08,-67.04
00685,San Sebastian,,PR,,18.33,-66.99
00687,Morovis,,PR,,18.32,-66.4
00688,Sabana Hoyos,,PR,,18.38,-66.62
00690,San Antonio,,PR,,18.49,-67.09
00692,Vega Alta,,PR,,18.41,-66.32
00693,Vega Baja,,PR,,18.44,-66.39
00698,Yauco,,PR,,18.03,-66.86
00703,Aguas Buenas,,PR,,18.25,-66.1
00704,Aguirre,,PR,,17.96,-66.22
00705,Aibonito,,PR,,18.14,-66.26
00707,Maunabo,,PR,,18,-65.9
00714,Arroyo,,PR,,17.97,-66.06
00715,Mercedita,Ponce,PR,,18,-66.56
00716,Ponce,Mercedita,PR,,17.98,-66.6
00717,Ponce,,PR,,17.98,-66.6
00718,Naguabo,,PR,,18.21,-65.73
00719,Naranjito,,PR,,18.3,-66.24
00720,Orocovis,,PR,,18.22,-66.39
00723,Patillas,,PR,Patillas,18,-66.01
00725,Caguas,,PR,,18.23,-66.03
00727,Caguas,,PR,,18.23,-66.03
00728,Ponce,,PR,,17.98,-66.6
00729,Canovanas,,PR,Canóvanas,18.37,-65.9
00730,Ponce,,PR,,17.98,-66.6
00731,Ponce,,PR,,17.98,-66.6
00735,Ceiba,"Roosevelt Rds, Roosevelt Roads",PR,,18.26,-65.64
00736,Cayey,,PR,,18.11,-66.16
00738,Fajardo,,PR,,18.33,-65.65
00739,Cidra,,PR,,18.17,-66.15
00740,Puerto Real,,PR,,18.33,-65.63
00741,Punta Santiago,Punta Stgo,PR,,18.15,-65.76
00745,Rio Grande,,PR,,18.38,-65.83
00751,Salinas,,PR,,17.97,-66.29
00754,San Lorenzo,,PR,,18.19,-65.96
00757,Santa Isabel,,PR,Santa Isabel,17.97,-66.4
00765,Vieques,,PR,,18.42,-65.83
00766,Villalba,,PR,,18.13,-66.48
00767,Yabucoa,,PR,,18.04,-65.87
00769,Coamo,,PR,,18.08,-66.36
00771,Las Piedras,,PR,,18.18,-65.86
00772,Loiza,,PR,,18.43,-65.88
00773,Luquillo,,PR,,18.37,-65.71
00777,Juncos,,PR,,18.22,-65.91
00778,Gurabo,,PR,,18.25,-65.97
00780,Coto Laurel,Ponce,PR,,18.09,-66.57
00782,Comerio,,PR,,18.22,-66.22
00783,Corozal,,PR,,18.34,-66.31
00784,Guayama,,PR,,17.97,-66.11
00791,Humacao,,PR,,18.15,-65.81
00794,Barranquitas,,PR,,18.18,-66.3
00795,Juana Diaz,,PR,,18.05,-66.5
00802,St Thomas,"Charlotte Ama, Charlotte Amalie",VI,,18.35,-64.93
00820,Christiansted,St Croix,VI,,17.74,-64.7
00830,St John,Cruz Bay,VI,,18.33,-64.79
00840,Frederiksted,,VI,,17.71,-64.88
00850,Kingshill,,VI,,17.76,-64.82
00901,San Juan,"Old San Juan, Viejo San Juan, Viejo Sn Juan",PR,,18.4,-66.06
00907,San Juan,"Condado, Miramar, Santurce",PR,,18.4,-66.06
00909,San Juan,"Fdez Juncos, Fernandez Juncos, Minillas, Santurce",PR,,18.44,-66.06
00911,San Juan,"Loiza Street, Santurce",PR,,18.4,-66.06
00912,San Juan,Santurce,PR,,18.4,-66.06
00913,San Juan,"Isla Verde, Santurce",PR,,18.4,-66.06
00915,San Juan,"Barrio Obrero, Bo Obrero, Santurce",PR,,18.4,-66.06
00917,San Juan,Hato Rey,PR,,18.4,-66.06
00918,San Juan,,PR,,18.4,-66.06
00920,San Juan,"Caparra, Caparra Hills, Caparra Ter, Caparra Terrace, Pto Nuevo, Puerto Nuevo",PR,,18.4,-66.06
00921,San Juan,"College Park, Pto Nuevo, Puerto Nuevo, Rio Piedras",PR,,18.4,-66.06
00923,San Juan,65th Infantry,PR,,18.4,-66.06
00924,San Juan,"Rio Piedras, 65th Infantry",PR,,18.4,-66.06
00925,San Juan,Rio Piedras,PR,,18.4,-66.06
00926,San Juan,"Cupey, Rio Piedras",PR,,18.4,-66.06
00927,San Juan,Rio Piedras,PR,,18.4,-66.06
00934,Fort Buchanan,Ft Buchanan,PR,,18.41,-66.11
00949,Toa Baja,Levittown,PR,,18.44,-66.25
00952,Sabana Seca,,PR,Toa Baja,18.42,-66.19
00953,Toa Alta,,PR,Toa Alta,18.39,-66.25
00956,Bayamon,,PR,Bayamón,18.28,-66.13
00957,Bayamon,,PR,Bayamón,18.28,-66.13
00959,Bayamon,,PR,Bayamón,18.28,-66.13
00961,Bayamon,,PR,Bayamón,18.41,-66.15
00962,Catano,,PR,Cataño,18.43,-66.11
00965,Guaynabo,,PR,Guaynabo,18.38,-66.11
00966,Guaynabo,,PR,Guaynabo,18.38,-66.11
00968,Guaynabo,,PR,Guaynabo,18.38,-66.11
00969,Guaynabo,,PR,Guaynabo,18.38,-66.11
00971,Guaynabo,,PR,Guaynabo,18.38,-66.11
00976,Trujillo Alto,,PR,Trujillo Alto,18.36,-66.01
00979,Carolina,,PR,Carolina,18.4,-65.98
00982,Carolina,,PR,Carolina,18.4,-65.98
00983,Carolina,,PR,Carolina,18.4,-65.98
00985,Carolina,,PR,Carolina,18.4,-65.98
00987,Carolina,,PR,Carolina,18.4,-65.98
01001,Agawam,,MA,Hampden County,42.06,-72.61
01002,Amherst,"Cushman, Pelham",MA,Hampshire County,42.37,-72.52
01005,Barre,,MA,Worcester County,42.42,-72.1
01007,Belchertown,,MA,Hampshire County,42.27,-72.4
01008,Blandford,,MA,Hampden County,42.18,-72.93
01010,Brimfield,,MA,Hampden County,42.11,-72.2
01011,Chester,,MA,Hampden County,42.28,-72.98
01012,Chesterfield,,MA,Hampshire County,42.4,-72.85
01013,Chicopee,Willimansett,MA,Hampden County,42.17,-72.57
01020,Chicopee,,MA,Hampden County,42.17,-72.57
01022,Chicopee,Westover Afb,MA,Hampden County,42.17,-72.57
01026,Cummington,,MA,Hampshire County,42.46,-72.9
01027,Easthampton,"E Hampton, Mount Tom, Westhampton",MA,Hampshire County,42.26,-72.68
01028,East Longmeadow,E Longmeadow,MA,Hampden County,42.06,-72.51
01030,Feeding Hills,,MA,Hampden County,42.06,-72.67
01031,Gilbertville,,MA,Worcester County,42.35,-72.21
01032,Goshen,,MA,Hampshire County,42.43,-72.8
01033,Granby,,MA,Hampshire County,42.26,-72.52
01034,Granville,Tolland,MA,Hampden County,42.06,-72.86
01035,Hadley,,MA,Hampshire County,42.35,-72.58
01036,Hampden,,MA,Hampden County,42.06,-72.41
01038,Hatfield,,MA,Hampshire County,42.37,-72.6
01039,Haydenville,West Whately,MA,Hampshire County,42.39,-72.7
01040,Holyoke,,MA,Hampden County,42.21,-72.64
01050,Huntington,Montgomery,MA,Hampshire County,42.23,-72.88
01053,Leeds,,MA,Hampshire County,42.35,-72.71
01054,Leverett,,MA,Franklin County,42.45,-72.5
01056,Ludlow,,MA,Hampden County,42.16,-72.48
01057,Monson,,MA,Hampden County,42.09,-72.31
01060,Northampton,,MA,Hampshire County,42.32,-72.67
01062,Florence,"Bay State Village, Bay State Vlg, Northampton",MA,Hampshire County,42.32,-72.67
01068,Oakham,,MA,Worcester County,42.35,-72.05
01069,Palmer,,MA,Hampden County,42.16,-72.32
01070,Plainfield,,MA,Hampshire County,42.51,-72.91
01071,Russell,,MA,Hampden County,42.18,-72.85
01072,Shutesbury,,MA,Franklin County,42.45,-72.4
01073,Southampton,,MA,Hampshire County,42.23,-72.73
01075,South Hadley,,MA,Hampshire County,42.26,-72.56
01077,Southwick,,MA,Hampden County,42.05,-72.76
01080,Three Rivers,,MA,Hampden County,42.18,-72.37
01081,Wales,,MA,Hampden County,42.06,-72.21
01082,Ware,Hardwick,MA,Hampshire County,42.25,-72.24
01084,West Chesterfield,W Chesterfld,MA,Hampshire County,42.41,-72.87
01085,Westfield,Montgomery,MA,Hampden County,42.13,-72.75
01088,West Hatfield,W Hatfield,MA,Hampshire County,42.39,-72.64
01089,West Springfield,W Springfield,MA,Hampden County,42.12,-72.65
01095,Wilbraham,,MA,Hampden County,42.13,-72.43
01096,Williamsburg,,MA,Hampshire County,42.4,-72.71
01098,Worthington,,MA,Hampshire County,42.41,-72.93
01103,Springfield,,MA,Hampden County,42.11,-72.53
01104,Springfield,,MA,Hampden County,42.11,-72.53
01105,Springfield,,MA,Hampden County,42.11,-72.53
01106,Longmeadow,"Spfld, Springfield",MA,Hampden County,42.04,-72.57
01107,Springfield,,MA,Hampden County,42.11,-72.53
01108,Springfield,,MA,Hampden County,42.11,-72.53
01109,Springfield,,MA,Hampden County,42.11,-72.53
01118,Springfield,,MA,Hampden County,42.11,-72.53
01119,Springfield,,MA,Hampden County,42.11,-72.53
01128,Springfield,,MA,Hampden County,42.11,-72.53
01129,Springfield,,MA,Hampden County,42.11,-72.53
01144,Springfield,,MA,Hampden County,42.11,-72.53
01151,Indian Orchard,"Indian Orch, Springfield",MA,Hampden County,42.15,-72.51
01152,Springfield,,MA,Hampden County,42.11,-72.53
01195,Springfield,Springfield Bmc,MA,Hampden County,42.1,-72.58
01201,Pittsfield,,MA,Berkshire County,42.45,-73.26
01220,Adams,,MA,Berkshire County,42.62,-73.11
01222,Ashley Falls,,MA,Berkshire County,42.05,-73.33
01223,Becket,Washington,MA,Berkshire County,42.33,-73.07
01224,Berkshire,Lanesboro,MA,Berkshire County,42.51,-73.19
01225,Cheshire,,MA,Berkshire County,42.55,-73.15
01226,Dalton,,MA,Berkshire County,42.47,-73.16
01230,Great Barrington,"Egremont, Gt Barrington, N Egremont, New Marlboro, New Marlborou, New Marlborough, North Egremont, Simons Rock",MA,Berkshire County,42.19,-73.35
01235,Hinsdale,Peru,MA,Berkshire County,42.42,-73.07
01236,Housatonic,,MA,Berkshire County,42.25,-73.36
01237,Lanesboro,"Hancock, New Ashford",MA,Berkshire County,42.51,-73.22
01238,Lee,,MA,Berkshire County,42.3,-73.25
01240,Lenox,,MA,Berkshire County,42.35,-73.28
01245,Monterey,West Otis,MA,Berkshire County,42.18,-73.21
01247,North Adams,"Clarksburg, Florida",MA,Berkshire County,42.68,-73.11
01253,Otis,,MA,Berkshire County,42.19,-73.07
01254,Richmond,,MA,Berkshire County,42.37,-73.36
01255,Sandisfield,,MA,Berkshire County,42.11,-73.13
01256,Savoy,,MA,Berkshire County,42.56,-73.02
01257,Sheffield,,MA,Berkshire County,42.1,-73.34
01258,South Egremont,"Mount Washington, Mt Washington, S Egremont",MA,Berkshire County,42.16,-73.41
01259,Southfield,,MA,Berkshire County,42.07,-73.23
01266,West Stockbridge,"Alford, W Stockbridge",MA,Berkshire County,42.31,-73.39
01267,Williamstown,,MA,Berkshire County,42.7,-73.2
01270,Windsor,,MA,Berkshire County,42.51,-73.04
01301,Greenfield,Leyden,MA,Franklin County,42.58,-72.59
01330,Ashfield,,MA,Franklin County,42.53,-72.78
01331,Athol,Phillipston,MA,Worcester County,42.59,-72.23
01337,Bernardston,Leyden,MA,Franklin County,42.66,-72.55
01338,Buckland,,MA,Franklin County,42.6,-72.78
01339,Charlemont,Hawley,MA,Franklin County,42.63,-72.88
01340,Colrain,Shattuckville,MA,Franklin County,42.66,-72.68
01341,Conway,,MA,Franklin County,42.51,-72.68
01342,Deerfield,,MA,Franklin County,42.55,-72.6
01343,Drury,,MA,Berkshire County,42.68,-72.98
01344,Erving,,MA,Franklin County,42.6,-72.4
01346,Heath,Charlemont,MA,Franklin County,42.66,-72.83
01349,Millers Falls,,MA,Franklin County,42.59,-72.55
01351,Montague,,MA,Franklin County,42.53,-72.53
01354,Gill,"Mount Hermon, Mt Hermon, Northfield Mount Hermon, Northfield Mt Hermon",MA,Franklin County,42.7,-72.43
01355,New Salem,,MA,Franklin County,42.5,-72.33
01360,Northfield,,MA,Franklin County,42.7,-72.43
01364,Orange,Warwick,MA,Franklin County,42.59,-72.3
01366,Petersham,,MA,Worcester County,42.48,-72.18
01367,Rowe,,MA,Franklin County,42.7,-72.9
01368,Royalston,S Royalston,MA,Worcester County,42.68,-72.18
01370,Shelburne Falls,Shelburne Fls,MA,Franklin County,42.6,-72.74
01373,South Deerfield,S Deerfield,MA,Franklin County,42.47,-72.59
01375,Sunderland,,MA,Franklin County,42.46,-72.58
01376,Turners Falls,,MA,Franklin County,42.59,-72.55
01378,Warwick,Orange,MA,Franklin County,42.68,-72.33
01379,Wendell,,MA,Franklin County,42.55,-72.4
01380,Wendell Depot,,MA,Franklin County,42.58,-72.37
01420,Fitchburg,,MA,Worcester County,42.58,-71.81
01430,Ashburnham,,MA,Worcester County,42.63,-71.9
01431,Ashby,,MA,Middlesex County,42.68,-71.81
01432,Ayer,,MA,Middlesex County,42.56,-71.58
01434,Devens,Ayer,MA,Worcester County,42.53,-71.61
01436,Baldwinville,,MA,Worcester County,42.6,-72.07
01440,Gardner,,MA,Worcester County,42.58,-71.98
01450,Groton,,MA,Middlesex County,42.6,-71.57
01451,Harvard,,MA,Worcester County,42.5,-71.58
01452,Hubbardston,,MA,Worcester County,42.48,-72.01
01453,Leominster,,MA,Worcester County,42.51,-71.77
01460,Littleton,,MA,Middlesex County,42.53,-71.47
01462,Lunenburg,,MA,Worcester County,42.59,-71.72
01463,Pepperell,,MA,Middlesex County,42.66,-71.58
01464,Shirley,"Shirley Center, Shirley Ctr",MA,Middlesex County,42.54,-71.65
01468,Templeton,,MA,Worcester County,42.55,-72.06
01469,Townsend,,MA,Middlesex County,42.66,-71.7
01473,Westminster,,MA,Worcester County,42.55,-71.9
01474,West Townsend,"Townsend, W Townsend",MA,Middlesex County,42.66,-71.74
01475,Winchendon,,MA,Worcester County,42.68,-72.04
01501,Auburn,,MA,Worcester County,42.2,-71.83
01503,Berlin,,MA,Worcester County,42.38,-71.63
01504,Blackstone,,MA,Worcester County,42.01,-71.5
01505,Boylston,,MA,Worcester County,42.35,-71.73
01506,Brookfield,,MA,Worcester County,42.21,-72.1
01507,Charlton,,MA,Worcester County,42.13,-71.96
01510,Clinton,,MA,Worcester County,42.41,-71.68
01515,East Brookfield,E Brookfield,MA,Worcester County,42.22,-72.04
01516,Douglas,East Douglas,MA,Worcester County,42.05,-71.73
01518,Fiskdale,Sturbridge,MA,Worcester County,42.12,-72.11
01519,Grafton,,MA,Worcester County,42.2,-71.68
01520,Holden,,MA,Worcester County,42.35,-71.85
01521,Holland,Fiskdale,MA,Hampden County,42.05,-72.15
01522,Jefferson,,MA,Worcester County,42.38,-71.87
01523,Lancaster,,MA,Worcester County,42.45,-71.66
01524,Leicester,,MA,Worcester County,42.25,-71.9
01527,Millbury,,MA,Worcester County,42.19,-71.76
01529,Millville,,MA,Worcester County,42.03,-71.58
01531,New Braintree,,MA,Worcester County,42.31,-72.13
01532,Northborough,,MA,Worcester County,42.31,-71.64
01534,Northbridge,,MA,Worcester County,42.15,-71.65
01535,North Brookfield,N Brookfield,MA,Worcester County,42.27,-72.08
01536,North Grafton,,MA,Worcester County,42.23,-71.69
01537,North Oxford,,MA,Worcester County,42.16,-71.88
01540,Oxford,,MA,Worcester County,42.11,-71.87
01541,Princeton,,MA,Worcester County,42.45,-71.86
01542,Rochdale,,MA,Worcester County,42.2,-71.9
01543,Rutland,,MA,Worcester County,42.36,-71.95
01545,Shrewsbury,,MA,Worcester County,42.3,-71.71
01550,Southbridge,,MA,Worcester County,42.08,-72.03
01560,South Grafton,,MA,Worcester County,42.17,-71.68
01562,Spencer,,MA,Worcester County,42.24,-71.99
01564,Sterling,,MA,Worcester County,42.43,-71.75
01566,Sturbridge,,MA,Worcester County,42.09,-72.06
01568,Upton,,MA,Worcester County,42.17,-71.61
01569,Uxbridge,,MA,Worcester County,42.08,-71.6
01570,Webster,Dudley Hill,MA,Worcester County,42.04,-71.87
01571,Dudley,,MA,Worcester County,42.05,-71.93
01581,Westborough,,MA,Worcester County,42.26,-71.61
01583,West Boylston,,MA,Worcester County,42.36,-71.78
01585,West Brookfield,W Brookfield,MA,Worcester County,42.23,-72.14
01588,Whitinsville,Linwood,MA,Worcester County,42.11,-71.67
01590,Sutton,"Wilkinsonvile, Wilkinsonville",MA,Worcester County,42.15,-71.76
01602,Worcester,,MA,Worcester County,42.26,-71.8
01603,Worcester,,MA,Worcester County,42.26,-71.8
01604,Worcester,,MA,Worcester County,42.26,-71.8
01605,Worcester,,MA,Worcester County,42.26,-71.8
01606,Worcester,,MA,Worcester County,42.26,-71.8
01607,Worcester,,MA,Worcester County,42.26,-71.8
01608,Worcester,,MA,Worcester County,42.26,-71.8
01609,Worcester,,MA,Worcester County,42.26,-71.8
01610,Worcester,,MA,Worcester County,42.26,-71.8
01611,Cherry Valley,,MA,Worcester County,42.23,-71.87
01612,Paxton,Worcester,MA,Worcester County,42.31,-71.93
01655,Worcester,,MA,Worcester County,42.26,-71.8
01701,Framingham,,MA,Middlesex County,42.3,-71.43
01702,Framingham,,MA,Middlesex County,42.3,-71.43
01718,Village Of Nagog Woods,"Acton, Vlg Nagog Wds",MA,Middlesex County,42.51,-71.41
01719,Boxborough,"Acton, Boxboro",MA,Middlesex County,42.5,-71.5
01720,Acton,,MA,Middlesex County,42.48,-71.46
01721,Ashland,,MA,Middlesex County,42.25,-71.46
01730,Bedford,,MA,Middlesex County,42.48,-71.26
01731,Hanscom Afb,Bedford,MA,Middlesex County,42.46,-71.28
01740,Bolton,,MA,Worcester County,42.43,-71.6
01741,Carlisle,,MA,Middlesex County,42.53,-71.35
01742,Concord,,MA,Middlesex County,42.45,-71.35
01745,Fayville,Southborough,MA,Worcester County,42.29,-71.5
01746,Holliston,,MA,Middlesex County,42.2,-71.43
01747,Hopedale,,MA,Worcester County,42.12,-71.54
01748,Hopkinton,,MA,Middlesex County,42.22,-71.52
01749,Hudson,,MA,Middlesex County,42.39,-71.56
01752,Marlborough,,MA,Middlesex County,42.34,-71.54
01754,Maynard,,MA,Middlesex County,42.42,-71.45
01756,Mendon,,MA,Worcester County,42.1,-71.55
01757,Milford,,MA,Worcester County,42.14,-71.51
01760,Natick,,MA,Middlesex County,42.28,-71.35
01770,Sherborn,,MA,Middlesex County,42.23,-71.36
01772,Southborough,,MA,Worcester County,42.3,-71.51
01773,Lincoln,,MA,Middlesex County,42.41,-71.3
01775,Stow,,MA,Middlesex County,42.43,-71.5
01776,Sudbury,,MA,Middlesex County,42.36,-71.4
01778,Wayland,,MA,Middlesex County,42.36,-71.36
01801,Woburn,,MA,Middlesex County,42.48,-71.15
01803,Burlington,,MA,Middlesex County,42.5,-71.2
01810,Andover,,MA,Essex County,42.65,-71.14
01821,Billerica,,MA,Middlesex County,42.55,-71.26
01824,Chelmsford,"Kates Corner, S Chelmsford",MA,Middlesex County,42.59,-71.36
01826,Dracut,,MA,Middlesex County,42.66,-71.3
01827,Dunstable,,MA,Middlesex County,42.66,-71.48
01830,Haverhill,,MA,Essex County,42.78,-71.08
01832,Haverhill,,MA,Essex County,42.78,-71.08
01833,Georgetown,Haverhill,MA,Essex County,42.73,-70.98
01834,Groveland,,MA,Essex County,42.75,-71.03
01835,Haverhill,"Bradford, Ward Hill",MA,Essex County,42.78,-71.08
01840,Lawrence,,MA,Essex County,42.7,-71.16
01841,Lawrence,,MA,Essex County,42.7,-71.16
01843,Lawrence,,MA,Essex County,42.7,-71.16
01844,Methuen,,MA,Essex County,42.71,-71.18
01845,North Andover,,MA,Essex County,42.7,-71.11
01850,Lowell,,MA,Middlesex County,42.63,-71.32
01851,Lowell,,MA,Middlesex County,42.63,-71.32
01852,Lowell,,MA,Middlesex County,42.63,-71.32
01854,Lowell,,MA,Middlesex County,42.63,-71.32
01860,Merrimac,,MA,Essex County,42.83,-71
01862,North Billerica,N Billerica,MA,Middlesex County,42.57,-71.29
01863,North Chelmsford,N Chelmsford,MA,Middlesex County,42.63,-71.39
01864,North Reading,,MA,Middlesex County,42.56,-71.06
01867,Reading,,MA,Middlesex County,42.53,-71.1
01876,Tewksbury,,MA,Middlesex County,42.61,-71.23
01879,Tyngsboro,,MA,Middlesex County,42.68,-71.41
01880,Wakefield,,MA,Middlesex County,42.5,-71.06
01886,Westford,,MA,Middlesex County,42.58,-71.43
01887,Wilmington,,MA,Middlesex County,42.55,-71.16
01890,Winchester,,MA,Middlesex County,42.45,-71.14
01901,Lynn,,MA,Essex County,42.47,-70.96
01902,Lynn,,MA,Essex County,42.47,-70.96
01904,Lynn,East Lynn,MA,Essex County,42.47,-70.96
01905,Lynn,West Lynn,MA,Essex County,42.47,-70.96
01906,Saugus,,MA,Essex County,42.46,-71.01
01907,Swampscott,,MA,Essex County,42.46,-70.89
01908,Nahant,,MA,Essex County,42.42,-70.92
01913,Amesbury,,MA,Essex County,42.85,-70.92
01915,Beverly,,MA,Essex County,42.55,-70.84
01921,Boxford,,MA,Essex County,42.67,-70.98
01922,Byfield,Newbury,MA,Essex County,42.75,-70.93
01923,Danvers,,MA,Essex County,42.57,-70.95
01929,Essex,,MA,Essex County,42.63,-70.77
01930,Gloucester,,MA,Essex County,42.62,-70.66
01938,Ipswich,,MA,Essex County,42.67,-70.83
01940,Lynnfield,,MA,Essex County,42.53,-71.04
01944,Manchester,Manchester By The Sea,MA,Essex County,42.56,-70.76
01945,Marblehead,,MA,Essex County,42.5,-70.85
01949,Middleton,,MA,Essex County,42.6,-71.01
01950,Newburyport,,MA,Essex County,42.81,-70.88
01951,Newbury,Newburyport,MA,Essex County,42.8,-71
01952,Salisbury,"Salisbury Bch, Salisbury Beach",MA,Essex County,42.83,-70.84
01960,Peabody,,MA,Essex County,42.53,-70.97
01966,Rockport,,MA,Essex County,42.64,-70.61
01969,Rowley,,MA,Essex County,42.71,-70.87
01970,Salem,,MA,Essex County,42.51,-70.9
01982,South Hamilton,S Hamilton,MA,Essex County,42.62,-70.86
01983,Topsfield,,MA,Essex County,42.63,-70.95
01984,Wenham,,MA,Essex County,42.6,-70.88
01985,West Newbury,,MA,Essex County,42.8,-71
02019,Bellingham,,MA,Norfolk County,42.09,-71.47
02021,Canton,,MA,Norfolk County,42.15,-71.13
02025,Cohasset,,MA,Norfolk County,42.23,-70.8
02026,Dedham,,MA,Norfolk County,42.24,-71.17
02030,Dover,,MA,Norfolk County,42.24,-71.27
02031,East Mansfield,"Mansfield, E Mansfield",MA,Bristol County,42.02,-71.17
02032,East Walpole,,MA,Norfolk County,42.15,-71.21
02035,Foxboro,Foxborough,MA,Norfolk County,42.06,-71.24
02038,Franklin,,MA,Norfolk County,42.08,-71.38
02043,Hingham,,MA,Plymouth County,42.23,-70.88
02045,Hull,,MA,Plymouth County,42.3,-70.9
02048,Mansfield,,MA,Bristol County,42.02,-71.21
02050,Marshfield,,MA,Plymouth County,42.09,-70.7
02052,Medfield,,MA,Norfolk County,42.18,-71.3
02053,Medway,,MA,Norfolk County,42.13,-71.4
02054,Millis,,MA,Norfolk County,42.16,-71.35
02056,Norfolk,,MA,Norfolk County,42.11,-71.31
02061,Norwell,,MA,Plymouth County,42.16,-70.78
02062,Norwood,,MA,Norfolk County,42.18,-71.19
02066,Scituate,,MA,Plymouth County,42.18,-70.73
02067,Sharon,,MA,Norfolk County,42.11,-71.18
02071,South Walpole,,MA,Norfolk County,42.09,-71.27
02072,Stoughton,,MA,Norfolk County,42.11,-71.1
02081,Walpole,,MA,Norfolk County,42.13,-71.24
02090,Westwood,,MA,Norfolk County,42.21,-71.21
02093,Wrentham,,MA,Norfolk County,42.06,-71.33
02108,Boston,,MA,Suffolk County,42.35,-71.06
02109,Boston,,MA,Suffolk County,42.35,-71.06
02110,Boston,,MA,Suffolk County,42.35,-71.06
02111,Boston,,MA,Suffolk County,42.35,-71.06
02113,Boston,,MA,Suffolk County,42.35,-71.06
02114,Boston,,MA,Suffolk County,42.35,-71.06
02115,Boston,,MA,Suffolk County,42.35,-71.06
02116,Boston,,MA,Suffolk County,42.35,-71.06
02118,Boston,Roxbury,MA,Suffolk County,42.35,-71.06
02119,Roxbury,Boston,MA,Suffolk County,42.35,-71.06
02120,Roxbury Crossing,"Boston, Mission Hill, Roxbury, Roxbury Xing",MA,Suffolk County,42.35,-71.06
02121,Dorchester,"Boston, Grove Hall",MA,Suffolk County,42.35,-71.06
02122,Dorchester,Boston,MA,Suffolk County,42.35,-71.06
02124,Dorchester Center,"Boston, Dorchester, Dorchestr Ctr",MA,Suffolk County,42.35,-71.06
02125,Dorchester,"Boston, Uphams Corner",MA,Suffolk County,42.35,-71.06
02126,Mattapan,Boston,MA,Suffolk County,42.26,-71.1
02127,Boston,South Boston,MA,Suffolk County,42.35,-71.06
02128,Boston,East Boston,MA,Suffolk County,42.35,-71.06
02129,Charlestown,Boston,MA,Suffolk County,42.38,-71.06
02130,Jamaica Plain,Boston,MA,Suffolk County,42.3,-71.11
02131,Roslindale,Boston,MA,Suffolk County,42.28,-71.13
02132,West Roxbury,Boston,MA,Suffolk County,42.28,-71.16
02133,Boston,,MA,Suffolk County,42.35,-71.06
02134,Allston,Boston,MA,Suffolk County,42.35,-71.13
02135,Brighton,Boston,MA,Suffolk County,42.35,-71.15
02136,Hyde Park,"Boston, Readville",MA,Suffolk County,42.26,-71.11
02138,Cambridge,,MA,Middlesex County,42.37,-71.11
02139,Cambridge,,MA,Middlesex County,42.37,-71.11
02140,Cambridge,"N Cambridge, North Cambridge",MA,Middlesex County,42.37,-71.11
02141,Cambridge,"E Cambridge, East Cambridge",MA,Middlesex County,42.37,-71.11
02142,Cambridge,,MA,Middlesex County,42.37,-71.11
02143,Somerville,,MA,Middlesex County,42.39,-71.1
02144,Somerville,"W Somerville, West Somerville",MA,Middlesex County,42.39,-71.1
02145,Somerville,Winter Hill,MA,Middlesex County,42.39,-71.1
02148,Malden,,MA,Middlesex County,42.43,-71.05
02149,Everett,,MA,Middlesex County,42.4,-71.05
02150,Chelsea,,MA,Suffolk County,42.39,-71.03
02151,Revere,,MA,Suffolk County,42.41,-70.99
02152,Winthrop,,MA,Suffolk County,42.37,-70.98
02155,Medford,,MA,Middlesex County,42.42,-71.1
02163,Boston,Cambridge,MA,Suffolk County,42.35,-71.06
02169,Quincy,,MA,Norfolk County,42.26,-71
02170,Quincy,Wollaston,MA,Norfolk County,42.26,-71
02171,Quincy,"North Quincy, Squantum",MA,Norfolk County,42.26,-71
02176,Melrose,,MA,Middlesex County,42.45,-71.05
